image_id,quality,layout,vocabulary_type,resolution_type,gt,pred,correct,error_type,note
275,easy,multi,IV,normal,溧新7777LIXIN,溧新7777LIXIN,True,correct,
276,easy,multi,IV,normal,王煜668WANGYU,王煜668WANGYU,True,correct,
277,easy,multi,IV,normal,皖中发668六安港,皖中发668六安港,True,correct,
278,easy,multi,IV,normal,皖中海9166WANZHONGHAI,皖中海9166WANZHONGHAI,True,correct,
279,easy,multi,IV,normal,皖临泉货0112WANLINQUANHUO,皖临泉货0112WANLINQUANHUO,True,correct,
280,easy,multi,IV,normal,皖五河货2159蚌埠港,皖五河货2159蚌埠港,True,correct,
281,easy,multi,IV,normal,皖亳州货0897WANBOZHOUHUO,皖亳州货0897WANBOZHOUHUO,True,correct,
282,easy,multi,IV,normal,皖亳州货1799WANBOZHOUHUO,皖亳州货1799WANBOZHOUHUO,True,correct,
283,easy,multi,IV,normal,皖亳州货6999WANBOZHOUHUO,皖亳州货6999WANBOZHOUHUO,True,correct,
284,easy,multi,IV,normal,皖创业1289WANCHUANGYE,皖创业1289WANCHUANGYE,True,correct,
285,easy,multi,IV,normal,皖创业2806WANCHUANGYE,皖创业2806WANCHUANGYE,True,correct,
286,easy,multi,IV,normal,皖利辛货2188亳州,皖利辛货2188亳州,True,correct,
287,easy,multi,IV,normal,皖合肥货3236WANHEFEIHUO,皖合肥货3236WANHEFEIHUO,True,correct,
288,easy,multi,IV,normal,皖和谐5218WANHEXIE,皖和谐5218WANHEXIE,True,correct,
289,easy,multi,IV,normal,皖城关货888WANCHENGGUANHUO,皖城关货888WANCHENGGUANHUO,True,correct,
290,easy,multi,IV,normal,皖天长货0011滁州港,皖天长货0011滁州港,True,correct,
291,easy,multi,IV,normal,皖太运0209WANTAIYUN,皖太运0209WANTAIYUN,True,correct,
292,easy,multi,IV,normal,皖太运362WANTAIYUN,皖太运362WANTAIYUN,True,correct,
293,easy,multi,IV,normal,皖宇翔999WANYUXIANG,皖宇翔999WANYUXIANG,True,correct,
294,easy,multi,IV,normal,皖宇航118WANYUHANG,皖宇航118WANYUHANG,True,correct,
295,easy,multi,IV,normal,皖宇远998WANYUYUAN,皖宇远998WANYUYUAN,True,correct,
296,easy,multi,IV,normal,皖宏信73WANHONGXIN,皖宏信73WANHONGXIN,True,correct,
297,easy,multi,IV,normal,皖宜货1088WANYIHUO,皖宜货1088WANYIHUO,True,correct,
298,easy,multi,IV,normal,皖宝航5668WANBAOHANG,皖宝航5668WANBAOHANG,True,correct,
299,easy,multi,IV,normal,皖宣城货9898,皖宣城货9898,True,correct,
300,easy,multi,IV,normal,皖宿州货2789宿州港,皖宿州货2789宿州港,True,correct,
301,easy,multi,IV,normal,皖宿州货2922宿州港,皖宿州货2922宿州港,True,correct,
302,easy,multi,IV,normal,皖寿县货8966,皖寿县货8966,True,correct,
303,easy,multi,IV,normal,皖寿州828WANSHOUZHOU,皖寿州828WANSHOUZHOU,True,correct,
304,easy,multi,IV,normal,皖平安888WANPINGAN,皖平安888WANPINGAN,True,correct,
305,easy,multi,IV,normal,皖平安888WANPINGAN,皖平安888WANPINGAN,True,correct,
306,easy,multi,IV,normal,皖恒达6688WANHENGDA,皖恒达6688WANHENGDA,True,correct,
307,easy,multi,IV,normal,皖恒达6688WANHENGDA,皖恒达6688WANHENGDA,True,correct,
308,easy,multi,IV,normal,皖振兴298WANZHENXING,皖振兴298WANZHENXING,True,correct,
309,easy,multi,IV,normal,皖来安货1619WANLAIANHUO,皖来安货1619WANLAIANHUO,True,correct,
310,easy,multi,IV,normal,皖来安货1619WANLAIANHUO,皖来安货1619WANLAIANHUO,True,correct,
311,easy,multi,IV,normal,皖来安货1619WANLAIANHUO,皖来安货1619WANLAIANHUO,True,correct,
312,easy,multi,IV,normal,皖永安1816WANYONGAN,皖永安1816WANYONGAN,True,correct,
313,easy,multi,IV,normal,皖浍河9WANHUIHE,皖浍河9WANHUIHE,True,correct,
314,easy,multi,IV,normal,皖涡阳货0518WANGUOYANGHUO,皖涡阳货0518WANGUOYANGHUO,True,correct,
315,easy,multi,IV,normal,皖淮北货0806淮北港,皖淮北货0806淮北港,True,correct,
316,easy,multi,IV,normal,皖淮南货1256WANHUAINANHUO,皖淮南货1256WANHUAINANHUO,True,correct,
317,easy,multi,IV,normal,皖耀达9188WANYAODA,皖耀达9188WANYAODA,True,correct,
318,easy,multi,IV,normal,皖联顺628WANLIANSHUN,皖联顺628WANLIANSHUN,True,correct,
319,easy,multi,IV,normal,皖航运6899WANHANGYUN,皖航运6899WANHANGYUN,True,correct,
320,easy,multi,IV,normal,皖诚兴货688WANCHENGXINGHUO,皖诚兴货688WANCHENGXINGHUO,True,correct,
321,easy,multi,IV,normal,皖通源0058WANTONGYUAN,皖通源0058WANTONGYUAN,True,correct,
322,easy,multi,IV,normal,皖郎溪货0808WANLANGXIHUO,皖郎溪货0808WANLANGXIHUO,True,correct,
323,easy,multi,IV,normal,皖郎溪货1262WANLANGXIHUO,皖郎溪货1262WANLANGXIHUO,True,correct,
324,easy,multi,IV,normal,皖金旺999WANJINWANG,皖金旺999WANJINWANG,True,correct,
325,easy,multi,IV,normal,皖金舵508WANJINDUO,皖金舵508WANJINDUO,True,correct,
326,easy,multi,IV,normal,皖铜陵货7699WANTONGLINGHUO,皖铜陵货7699WANTONGLINGHUO,True,correct,
327,easy,multi,IV,normal,皖长盛888WANCHANGSHENG,皖长盛888WANCHANGSHENG,True,correct,
328,easy,multi,IV,normal,皖霍山货0518六安港,皖霍山货0518六安港,True,correct,
329,easy,multi,IV,normal,皖霍邱7666WANHUOQIU,皖霍邱7666WANHUOQIU,True,correct,
330,easy,multi,IV,normal,皖顺水188WANSHUNSHUI,皖顺水188WANSHUNSHUI,True,correct,
331,easy,multi,IV,normal,皖鸿盛699WANHONGSHENG,皖鸿盛699WANHONGSHENG,True,correct,
332,easy,multi,IV,normal,皖鸿顺7889WANHONGSHUN,皖鸿顺7889WANHONGSHUN,True,correct,
333,easy,multi,IV,normal,盛祥999SHENGXIANG,盛祥999SHENGXIANG,True,correct,
334,easy,multi,IV,normal,祥发999XIANGFA,祥发999XIANGFA,True,correct,
335,easy,multi,IV,normal,翔运989XIANGYUN,翔运989XIANGYUN,True,correct,
336,easy,multi,IV,normal,翔运1996XIANGYUN,翔运1996XIANGYUN,True,correct,
337,easy,multi,IV,normal,翔通16XIANGTONG,翔通16XIANGTONG,True,correct,
338,easy,multi,IV,normal,翔通5988XIANGTONG,翔通5988XIANGTONG,True,correct,
339,easy,multi,IV,normal,翔通8899XIANGTONG,翔通8899XIANGTONG,True,correct,
340,easy,multi,IV,normal,腾联集005TENGLIANJI,腾联集005TENGLIANJI,True,correct,
341,easy,multi,IV,normal,腾联集008TENGLIANJI,腾联集008TENGLIANJI,True,correct,
342,easy,multi,IV,normal,腾运002TENGYUN,腾运002TENGYUN,True,correct,
343,easy,multi,IV,normal,腾运016TENGYUN,腾运016TENGYUN,True,correct,
344,easy,multi,IV,normal,自航22ZIHANG,自航22ZIHANG,True,correct,
345,easy,multi,IV,normal,航烁001HANGSHUO,航烁001HANGSHUO,True,correct,
346,easy,multi,IV,normal,航远89HANGYUAN,航远89HANGYUAN,True,correct,
347,easy,multi,IV,normal,航远89HANGYUAN,航远89HANGYUAN,True,correct,
348,easy,multi,IV,normal,航远89池州港,航远89池州港,True,correct,
349,easy,multi,IV,normal,航韵001HANGYUN,航韵001HANGYUN,True,correct,
350,easy,multi,IV,normal,苏三航货8988SUSANHANGHUO,苏三航货8988SUSANHANGHUO,True,correct,
351,easy,multi,IV,normal,苏丰港货0888SUFENGGANGHUO,苏丰港货0888SUFENGGANGHUO,True,correct,
352,easy,multi,IV,normal,苏华航货3188SUHUAHANGHUO,苏华航货3188SUHUAHANGHUO,True,correct,
353,easy,multi,IV,normal,苏发达货2988SUFADAHUO,苏发达货2988SUFADAHUO,True,correct,
354,easy,multi,IV,normal,苏大经货8888SUDAJINGHUO,苏大经货8888SUDAJINGHUO,True,correct,
355,easy,multi,IV,normal,苏宿货3072宿迁港SUQIANGANG,苏宿货3072宿迁港SUQIANGANG,True,correct,
356,easy,multi,IV,normal,苏徐州货3188SUXUZHOUHUO,苏徐州货8188SUXUZHOUHUO,False,single_char_error,
357,easy,multi,IV,normal,苏无锡货16598无锡,苏无锡货16598无锡,True,correct,
358,easy,multi,IV,normal,苏无锡货59008SUWUXIHUO,苏无锡货59008SUWUXIHUO,True,correct,
359,easy,multi,IV,normal,苏永盛货1676SUYONGSHENGHUO,苏永盛货1676SUYONGSHENGHUO,True,correct,
360,easy,multi,IV,normal,苏洪运货56789SUHONGYUNHUO,苏洪运货56789SUHONGYUNHUO,True,correct,
361,easy,multi,IV,normal,苏盐城货062186SUYANCHENGHUO,苏盐城货062186SUYANCHENGHUO,True,correct,
362,easy,multi,IV,normal,苏盐城货062186SUYANCHENGHUO,苏盐城货062186SUYANCHENGHUO,True,correct,
363,easy,multi,IV,normal,苏盐城货098668SUYANCHENGHUO,苏盐城货098668SUYANCHENGHUO,True,correct,
364,easy,multi,IV,normal,苏盐城货208188SUYANCHENGHUO,苏盐城货208188SUYANCHENGHUO,True,correct,
365,easy,multi,IV,normal,苏盐城货212118SUYANCHENGHUO,苏盐城货212118SUYANCHENGHUO,True,correct,
366,easy,multi,IV,normal,苏盐城货215858SUYANCHENGHUO,苏盐城货215858SUYANCHENGHUO,True,correct,
367,easy,multi,IV,normal,苏盐城货230988SUYANCHENGHUO,苏盐城货230988SUYANCHENGHUO,True,correct,
368,easy,multi,IV,normal,苏盐货10988SUYANHUO,苏盐货10988SUYANHUO,True,correct,
369,easy,multi,IV,normal,苏盐货11965SUYANHUO,苏盐货11965SUYANHUO,True,correct,
370,easy,multi,IV,normal,苏盐货11965SUYANHUO,苏盐货11965SUYANHUO,True,correct,
371,easy,multi,IV,normal,苏盐货11965盐城港,苏盐货11965盐城港,True,correct,
372,easy,multi,IV,normal,苏盐货51193SUYANHUO,苏盐货51193SUYANHUO,True,correct,
373,easy,multi,IV,normal,苏红日货88888SUHONGRIHUO,苏红日货88888SUHONGRIHUO,True,correct,
374,easy,multi,IV,normal,苏翔辉货100SUXIANGHUIHUO,苏翔辉货100SUXIANGHUIHUO,True,correct,
375,easy,multi,IV,normal,苏翔辉货168SUXIANGHUIHUO,苏翔辉货168SUXIANGHUIHUO,True,correct,
376,easy,multi,IV,normal,苏翔辉货7888SUXIANGHUIHUO,苏翔辉货7888SUXIANGHUIHUO,True,correct,
377,easy,multi,IV,normal,苏财荣机6188SUCAIRONGJI,苏财荣机6188SUCAIRONGJI,True,correct,
378,easy,multi,IV,normal,苏通货001SUTONGHUO,苏通货001SUTONGHUO,True,correct,
379,easy,multi,IV,normal,苏镇江货1689镇江港,苏镇江货1689镇江港,True,correct,
380,easy,multi,IV,normal,苏顺发货2888SUSHUNFAHUO,苏顺发货2888SUSHUNFAHUO,True,correct,
381,easy,multi,IV,normal,苏龙66SULONG,苏龙66SULONG,True,correct,
382,easy,multi,IV,normal,荆航699JINGHANG,荆航699JINGHANG,True,correct,
383,easy,multi,IV,normal,荆航2038JINGHANG,荆航2038JINGHANG,True,correct,
384,easy,multi,IV,normal,萧航集002XIAOHANGJI,萧航集002XIAOHANGJI,True,correct,
385,easy,multi,IV,normal,萧航集002XIAOHANGJI,萧航集002XIAOHANGJI,True,correct,
386,easy,multi,IV,normal,萧航集002XIAOHANGJI,萧航集002XIAOHANGJI,True,correct,
387,easy,multi,IV,normal,萧航集005XIAOHANGJI,萧航集005XIAOHANGJI,True,correct,
388,easy,multi,IV,normal,萧航集005XIAOHANGJI,萧航集005XIAOHANGJI,True,correct,
389,easy,multi,IV,normal,萧达集01XIAODAJI,萧达集01XIAODAJI,True,correct,
390,easy,multi,IV,normal,萧达集06XIAODAJI,萧达集06XIAODAJI,True,correct,
391,easy,multi,IV,normal,萧达集06XIAODAJI,萧达集06XIAODAJI,True,correct,
392,easy,multi,IV,normal,萧达集16XIAODAJI,萧达集16XIAODAJI,True,correct,
393,easy,multi,IV,normal,萧达集16XIAODAJI,萧达集16XIAODAJI,True,correct,
394,easy,multi,IV,normal,融航机1588RONGHANGJI,融航机1588RONGHANGJI,True,correct,
395,easy,multi,IV,normal,豫乾坤11761YUQIANKUN,豫乾坤11761YUQIANKUN,True,correct,
396,easy,multi,IV,normal,豫信货11756YUXINHUO,豫信货11756YUXINHUO,True,correct,
397,easy,multi,IV,normal,豫吉祥1666YUJIXIANG,豫吉祥1666YUJIXIANG,True,correct,
398,easy,multi,IV,normal,豫吉祥9988YUJIXIANG,豫吉祥9988YUJIXIANG,True,correct,
399,easy,multi,IV,normal,豫周口货1562YUZHOUKOUHUO,豫周口货1562YUZHOUKOUHUO,True,correct,
400,easy,multi,IV,normal,豫周口货3518周口港,豫周口货3518周口港,True,correct,
401,easy,multi,IV,normal,豫周颍港5158YUZHOUYINGGANG,豫周颍港5158YUZHOUYINGGANG,True,correct,
402,easy,multi,IV,normal,豫昌盛2886,豫昌盛2886,True,correct,
403,easy,multi,IV,normal,豫昌盛5558YUCHANGSHENG,豫昌盛5558YUCHANGSHENG,True,correct,
404,easy,multi,IV,normal,豫昌盛6652YUCHANGSHENG,豫昌盛6652YUCHANGSHENG,True,correct,
405,easy,multi,IV,normal,豫漯货0368YULUOHUO,豫漯货0368YULUOHUO,True,correct,
406,easy,multi,IV,normal,豫远翔1818YUYUANXIANG,豫远翔1818YUYUANXIANG,True,correct,
407,easy,multi,IV,normal,豫长泰1156YUCHANGTAI,豫长泰1156YUCHANGTAI,True,correct,
408,easy,multi,IV,normal,豫长泰集6YUCHANGTAIJI,豫长泰集6YUCHANGTAIJI,True,correct,
409,easy,multi,IV,normal,豫长泰集9YUCHANGTAIJI,豫长泰集9YUCHANGTAIJI,True,correct,
410,easy,multi,IV,normal,豫长泰集3333YUCHANGTAIJI,豫长泰集3333YUCHANGTAIJI,True,correct,
411,easy,multi,IV,normal,豫长泰集3333YUCHANGTAIJI,豫长泰集3333YUCHANGTAIJI,True,correct,
412,easy,multi,IV,normal,豫风顺6118YUFENGSHUN,豫风顺6118YUFENGSHUN,True,correct,
413,easy,multi,IV,normal,超强1826CHAOQIANG,超强1826CHAOQIANG,True,correct,
414,easy,multi,IV,normal,轮祥8328LUNXIANG,轮祥8328LUNXIANG,True,correct,
415,easy,multi,IV,normal,远东777YUANDONG,远东777YUANDONG,True,correct,
416,easy,multi,IV,normal,远东货818YUANDONGHUO,远东货818YUANDONGHUO,True,correct,
417,easy,multi,IV,normal,远江货080YUANJIANGHUO,远江货080YUANJIANGHUO,True,correct,
418,easy,multi,IV,normal,通达机0089南通港,通达机0089南通港,True,correct,
419,easy,multi,IV,normal,通达机9158南通TONGDAJINANTONG,通达机9158南通TONGDAJINANTONG,True,correct,
420,easy,multi,IV,normal,邮川机88扬州,邮川机88扬州,True,correct,
421,easy,multi,IV,normal,金旺1777亳州港,金旺1777亳州港,True,correct,
422,easy,multi,IV,normal,金旺6878JINWANG,金旺6878JINWANG,True,correct,
423,easy,multi,IV,normal,金沙机728JINSHAJI,金沙机728JINSHAJI,True,correct,
424,easy,multi,IV,normal,金渚158JINZHU,金渚158JINZHU,True,correct,
425,easy,multi,IV,normal,金渚158JINZHU,金渚158JINZHU,True,correct,
426,easy,multi,IV,normal,金渚158JINZHU,金渚158JINZHU,True,correct,
427,easy,multi,IV,normal,金航货88,金航货88,True,correct,
428,easy,multi,IV,normal,金舸001嘉兴,金舸001嘉兴,True,correct,
429,easy,multi,IV,normal,金锚898JINMAO,金锚898JINMAO,True,correct,
430,easy,multi,IV,normal,金锚898JINMAO,金锚898JINMAO,True,correct,
431,easy,multi,IV,normal,鑫恒898XINHENG,鑫恒898XINHENG,True,correct,
432,easy,multi,IV,normal,鑫源588XINYUAN,鑫源588XINYUAN,True,correct,
433,easy,multi,IV,normal,鑫锐达898XINRUIDA,鑫锐达898XINRUIDA,True,correct,
434,easy,multi,IV,normal,鑫雨88XINYU,鑫雨88XINYU,True,correct,
435,easy,multi,IV,normal,钓台66DIAOTAI,钓台66DIAOTAI,True,correct,
436,easy,multi,IV,normal,钓台567DIAOTAI,钓台567DIAOTAI,True,correct,
437,easy,multi,IV,normal,银河机98908YINHEJI,银河机98908YINHEJI,True,correct,
438,easy,multi,IV,normal,银运9YINYUN,银运9YINYUN,True,correct,
439,easy,multi,IV,normal,镇江港湾0038ZHENJIANGGANGWAN,镇江港湾0038ZHENJIANGGANGWAN,True,correct,
440,easy,multi,IV,normal,闽航88MINHANG,闽航88MINHANG,True,correct,
441,easy,multi,IV,normal,雨蒙88YUMENG,雨蒙88YUMENG,True,correct,
442,easy,multi,IV,normal,鲁济南货0183LUJINANHUO,鲁济南货0183LUJINANHUO,True,correct,
443,easy,multi,IV,normal,鲁济宁货2716LUJININGHUO,鲁济宁货2716LUJININGHUO,True,correct,
444,easy,multi,IV,normal,鲁济宁货4907LUJININGHUO,鲁济宁货4907LUJININGHUO,True,correct,
445,easy,multi,IV,normal,鲁济宁货6026LUJININGHUO,鲁济宁货6026LUJININGHUO,True,correct,
446,easy,multi,IV,normal,鲁菏泽货1385LUHEZEHUO,鲁菏泽货1385LUHEZEHUO,True,correct,
447,easy,multi,IV,normal,鸿河5666HONGHE,鸿河5666HONGHE,True,correct,
448,easy,multi,IV,normal,鸿达2988号HONGDA,鸿达2988号HONGDAHAO,False,length_error,
449,easy,multi,IV,normal,鼎达集88,鼎达集88,True,correct,
450,easy,multi,IV,normal,龙祥运999LONGXIANGYUN,龙祥运999LONGXIANGYUN,True,correct,
451,easy,multi,IV,normal,龙胜678LONGSHENG,龙胜678LONGSHENG,True,correct,
452,easy,multi,IV,normal,龙阳9LONGYANG,龙阳9LONGYANG,True,correct,
453,easy,single,IV,normal,浙余杭货01963,浙余杭货01963,True,correct,
454,easy,single,IV,normal,中伟机0858,中伟机0858,True,correct,
455,easy,single,IV,normal,兴林机6518,兴林机6518,True,correct,
456,easy,single,IV,normal,兴航8888,兴航8888,True,correct,
457,easy,single,IV,normal,华渝15,华渝109,False,length_error,
458,easy,single,IV,normal,华茂货186,华茂货186,True,correct,
459,easy,single,IV,normal,华隆1777,华隆1777,True,correct,
460,easy,single,IV,normal,姜淤机5088,姜淤机5088,True,correct,
461,easy,single,IV,normal,徐货9900,徐货9900,True,correct,
462,easy,single,IV,normal,朗润039,朗润039,True,correct,
463,easy,single,IV,normal,永安6658YONGAN,永安6658YONGAN,True,correct,
464,easy,single,IV,normal,永安6658YONGAN,永安6658YONGAN,True,correct,
465,easy,single,IV,normal,浙上虞货0181,浙上虞货0181,True,correct,
466,easy,single,IV,normal,浙上虞货0272,浙上虞货0272,True,correct,
467,easy,single,IV,normal,浙上虞货0273,浙上虞货0273,True,correct,
468,easy,single,IV,normal,浙上虞货0397,浙上虞货0397,True,correct,
469,easy,single,IV,normal,浙上虞货0507ZHESHANGYUHUO,浙上虞货0507ZHESHANGYUHUO,True,correct,
470,easy,single,IV,normal,浙上虞货0509,浙上虞货0509,True,correct,
471,easy,single,IV,normal,浙上虞货0509,浙上虞货0509,True,correct,
472,easy,single,IV,normal,浙上虞货0510,浙上虞货0510,True,correct,
473,easy,single,IV,normal,浙上虞货0510,浙上虞货0510,True,correct,
474,easy,single,IV,normal,浙上虞货0510,浙上虞货0510,True,correct,
475,easy,single,IV,normal,浙上虞货0511,浙上虞货0511,True,correct,
476,easy,single,IV,normal,浙上虞货0519,浙上虞货0519,True,correct,
477,easy,single,IV,normal,浙上虞货0530,浙上虞货0530,True,correct,
478,easy,single,IV,normal,浙上虞货0530,浙上虞货0530,True,correct,
479,easy,single,IV,normal,浙上虞货0537,浙上虞货0537,True,correct,
480,easy,single,IV,normal,浙上虞货0557,浙上虞货0557,True,correct,
481,easy,single,IV,normal,浙上虞货0558,浙上虞货0558,True,correct,
482,easy,single,IV,normal,浙上虞货0566,浙上虞货0566,True,correct,
483,easy,single,IV,normal,浙上虞货0569,浙上虞货0569,True,correct,
484,easy,single,IV,normal,浙上虞货0587,浙上虞货0587,True,correct,
485,easy,single,IV,normal,浙上虞货0591,浙上虞货0591,True,correct,
486,easy,single,IV,normal,浙上虞货0639,浙上虞货0639,True,correct,
487,easy,single,IV,normal,浙上虞货0769ZHESHANGYUHUO,浙上虞货0769ZHESHANGYUHUO,True,correct,
488,easy,single,IV,normal,浙余姚货003,浙余姚货003,True,correct,
489,easy,single,IV,normal,浙余杭货01697,浙余杭货01697,True,correct,
490,easy,single,IV,normal,浙余杭货01781,浙余杭货01781,True,correct,
491,easy,single,IV,normal,浙嘉兴货02996ZHEJIAXINGHUO,浙嘉兴货03085ZHEJIAXINGHUO,False,multi_char_error,
492,easy,single,IV,normal,浙安吉货2336,浙安吉货2336,True,correct,
493,easy,single,IV,normal,浙安吉货2336,浙安吉货2336,True,correct,
494,easy,single,IV,normal,浙富阳货00607ZHEFUYANGHUO,浙富阳货00607ZHEFUYANGHUO,True,correct,
495,easy,single,IV,normal,浙富阳货00883ZHEFUYANGHUO,浙富阳货00883ZHEFUYANGHUO,True,correct,
496,easy,single,IV,normal,浙富阳货00887,浙富阳货00887,True,correct,
497,easy,single,IV,normal,浙富阳货00987,浙富阳货00987,True,correct,
498,easy,single,IV,normal,浙平湖货01068,浙平湖货01068,True,correct,
499,easy,single,IV,normal,浙平湖货01676,浙平湖货01676,True,correct,
500,easy,single,IV,normal,浙平湖货02085,浙平湖货02085,True,correct,
501,easy,single,IV,normal,浙柯桥货0005,浙柯桥货0005,True,correct,
502,easy,single,IV,normal,浙柯桥货0026,浙柯桥货0026,True,correct,
503,easy,single,IV,normal,浙柯桥货0027,浙柯桥货0027,True,correct,
504,easy,single,IV,normal,浙柯桥货0036,浙柯桥货0036,True,correct,
505,easy,single,IV,normal,浙柯桥货0039,浙柯桥货0039,True,correct,
506,easy,single,IV,normal,浙海宁货01561,浙海宁货01561,True,correct,
507,easy,single,IV,normal,浙海宁货02101,浙海宁货02101,True,correct,
508,easy,single,IV,normal,浙海宁货02152ZHEHAININGHUO,浙海宁货02152ZHEHAININGHUO,True,correct,
509,easy,single,IV,normal,浙海宁货02152ZHEHAININGHUO,浙海宁货02152ZHEHAININGHUO,True,correct,
510,easy,single,IV,normal,浙海宁货02152ZHEHAININGHUO,浙海宁货02152ZHEHAININGHUO,True,correct,
511,easy,single,IV,normal,浙湖州货3838,浙湖州货3838,True,correct,
512,easy,single,IV,normal,浙绍兴货0005,浙绍兴货0005,True,correct,
513,easy,single,IV,normal,浙绍兴货0006,浙绍兴货0006,True,correct,
514,easy,single,IV,normal,浙绍兴货0006,浙绍兴货0006,True,correct,
515,easy,single,IV,normal,浙绍兴货0126,浙绍兴货0125,False,single_char_error,
516,easy,single,IV,normal,浙绍兴货0126,浙绍兴货0126,True,correct,
517,easy,single,IV,normal,浙绍兴货0569,浙绍兴货0569,True,correct,
518,easy,single,IV,normal,浙绍兴货0616,浙绍兴货0616,True,correct,
519,easy,single,IV,normal,浙绍兴货0616,浙绍兴货0616,True,correct,
520,easy,single,IV,normal,浙绍兴货0668,浙绍兴货0668,True,correct,
521,easy,single,IV,normal,浙绍兴货0668,浙绍兴货0668,True,correct,
522,easy,single,IV,normal,浙绍兴货0676,浙绍兴货0676,True,correct,
523,easy,single,IV,normal,浙绍兴货0676,浙绍兴货0676,True,correct,
524,easy,single,IV,normal,浙绍兴货0708,浙绍兴货0708,True,correct,
525,easy,single,IV,normal,浙绍兴货0815,浙绍兴货0815,True,correct,
526,easy,single,IV,normal,浙绍运6-27,浙绍运6-27,True,correct,
527,easy,single,IV,normal,浙绍运8-01,浙绍运8-01,True,correct,
528,easy,single,IV,normal,浙绍运0581,浙绍运0581,True,correct,
